year,agency_group,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,av,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type,assess_year_av,est_value,r
2015,School District 135,SCHOOL DISTRICT 135,040880000,63543413,SCHOOL,ELEMENTARY,1855607309,695374670.7888327,South,1,0,0,NA,0,School District 135_0_0,04,School,700829207.7936374,717215170.9068912,0.023380822218926012
2016,School District 135,SCHOOL DISTRICT 135,040880000,64690339,SCHOOL,ELEMENTARY,1949678830,695518989.0125571,South,1,0,0,NA,0,School District 135_0_0,04,School,700829207.7936374,733984251.3105819,0.023380822218926012
2017,School District 135,SCHOOL DISTRICT 135,040880000,66295217,SCHOOL,ELEMENTARY,2225418496.139644,751145406.6019659,South,1,1,0,NA,0,School District 135_0_0,04,School,751145406.6019659,751145406.6019659,-2.752558444275577e-4
2018,School District 135,SCHOOL DISTRICT 135,040880000,68228350,SCHOOL,ELEMENTARY,2162546751.18859,742913446.4215845,South,1,0,0,NA,0,School District 135_0_0,04,School,751145406.6019659,750938649.4387838,-2.752558444275577e-4
2019,School District 135,SCHOOL DISTRICT 135,040880000,71713519,SCHOOL,ELEMENTARY,2163303740.5731525,741873710.7589687,South,1,0,0,NA,0,School District 135_0_0,04,School,751145406.6019659,750731949.1867192,-2.752558444275577e-4
2020,School District 135,SCHOOL DISTRICT 135,040880000,73520803,SCHOOL,ELEMENTARY,2419243270.8127675,750525305.8301072,South,1,1,0,NA,0,School District 135_0_0,04,School,750525305.8301072,750525305.8301072,0.08014592206784199
2021,School District 135,SCHOOL DISTRICT 135,040880000,75540418,SCHOOL,ELEMENTARY,2210723383.084577,736245173.705191,South,1,0,0,NA,0,School District 135_0_0,04,School,750525305.8301072,810676848.5011103,0.08014592206784199
2022,School District 135,SCHOOL DISTRICT 135,040880000,80401295,SCHOOL,ELEMENTARY,2174771301.054909,743842152.4283986,South,1,0,0,NA,0,School District 135_0_0,04,School,750525305.8301072,875649292.0232841,0.08014592206784199
2023,School District 135,SCHOOL DISTRICT 135,040880000,86671225,SCHOOL,ELEMENTARY,2852904048.716261,945829011.9405433,South,1,1,0,NA,0,School District 135_0_0,04,School,945829011.9405433,945829011.9405433,0.08014592206784199
2006,School District 140,SCHOOL DISTRICT 140,040920000,28118980,SCHOOL,ELEMENTARY,839306099,309981570.02511454,South,1,0,0,NA,0,School District 140_0_0,04,School,NA,NA,NA
2007,School District 140,SCHOOL DISTRICT 140,040920000,32942051,SCHOOL,ELEMENTARY,902840734,317465710.46801925,South,1,0,0,NA,0,School District 140_0_0,04,School,NA,NA,NA
2008,School District 140,SCHOOL DISTRICT 140,040920000,36089517,SCHOOL,ELEMENTARY,987849139,331648807.8291815,South,1,1,0,NA,0,School District 140_0_0,04,School,331648807.8291815,331648807.8291815,-0.021181382796976234
2009,School District 140,SCHOOL DISTRICT 140,040920000,37167513,SCHOOL,ELEMENTARY,1043092704,309513873.1788374,South,1,0,0,NA,0,School District 140_0_0,04,School,331648807.8291815,324624027.4763908,-0.021181382796976234
2010,School District 140,SCHOOL DISTRICT 140,040920000,39139614,SCHOOL,ELEMENTARY,1055237298,319768878.1818182,South,1,0,0,NA,0,School District 140_0_0,04,School,331648807.8291815,317748041.6853172,-0.021181382796976234
2011,School District 140,SCHOOL DISTRICT 140,040920000,36117845,SCHOOL,ELEMENTARY,923909176,311017698.78139096,South,1,1,0,NA,0,School District 140_0_0,04,School,311017698.78139096,311017698.78139096,-0.04056200967034673
2012,School District 140,SCHOOL DISTRICT 140,040920000,37101123,SCHOOL,ELEMENTARY,843418294,300619580.12546337,South,1,0,0,NA,0,School District 140_0_0,04,School,311017698.78139096,298402195.8757712,-0.04056200967034673
2013,School District 140,SCHOOL DISTRICT 140,040920000,37777950,SCHOOL,ELEMENTARY,790565266,296970536.79426014,South,1,0,0,NA,0,School District 140_0_0,04,School,311017698.78139096,286298403.1210055,-0.04056200967034673
2014,School District 140,SCHOOL DISTRICT 140,040920000,38435396,SCHOOL,ELEMENTARY,748600569,274685564.5250064,South,1,1,0,NA,0,School District 140_0_0,04,School,274685564.5250064,274685564.5250064,0.03126248241596663
2015,School District 140,SCHOOL DISTRICT 140,040920000,38800856,SCHOOL,ELEMENTARY,731608537,274164713.1347199,South,1,0,0,NA,0,School District 140_0_0,04,School,274685564.5250064,283272917.1558893,0.03126248241596663
2016,School District 140,SCHOOL DISTRICT 140,040920000,39216424,SCHOOL,ELEMENTARY,766095482,273293194.206621,South,1,0,0,NA,0,School District 140_0_0,04,School,274685564.5250064,292128731.74739486,0.03126248241596663
2017,School District 140,SCHOOL DISTRICT 140,040920000,40050372,SCHOOL,ELEMENTARY,892547153,301261401.0868465,South,1,1,0,NA,0,School District 140_0_0,04,School,301261401.0868465,301261401.0868465,-0.014049193654962044
2018,School District 140,SCHOOL DISTRICT 140,040920000,40936794,SCHOOL,ELEMENTARY,864447957,296969307.43069154,South,1,0,0,NA,0,School District 140_0_0,04,School,301261401.0868465,297028921.32221216,-0.014049193654962044
2019,School District 140,SCHOOL DISTRICT 140,040920000,41761803,SCHOOL,ELEMENTARY,856388943,293686194.4444445,South,1,0,0,NA,0,School District 140_0_0,04,School,301261401.0868465,292855904.4854319,-0.014049193654962044
2020,School District 140,SCHOOL DISTRICT 140,040920000,42841471,SCHOOL,ELEMENTARY,930729400,288741515.17031705,South,1,1,0,NA,0,School District 140_0_0,04,School,288741515.17031705,288741515.17031705,0.11493254034141898
2021,School District 140,SCHOOL DISTRICT 140,040920000,43639620,SCHOOL,ELEMENTARY,853485517,284239356.9121124,South,1,0,0,NA,0,School District 140_0_0,04,School,288741515.17031705,321927311.01087195,0.11493254034141898
2022,School District 140,SCHOOL DISTRICT 140,040920000,46602891,SCHOOL,ELEMENTARY,853418033,291896580.70253444,South,1,0,0,NA,0,School District 140_0_0,04,School,288741515.17031705,358927234.6706335,0.11493254034141898
2023,School District 140,SCHOOL DISTRICT 140,040920000,46243157,SCHOOL,ELEMENTARY,1207061889,400179653.54905015,South,1,1,0,NA,0,School District 140_0_0,04,School,400179653.54905015,400179653.54905015,0.11493254034141898
2006,School District 142,SCHOOL DISTRICT 142,040930000,8410962,SCHOOL,ELEMENTARY,288543009,106567812.45383365,South,1,0,0,NA,0,School District 142_0_0,04,School,NA,NA,NA
2007,School District 142,SCHOOL DISTRICT 142,040930000,8594565,SCHOOL,ELEMENTARY,302692219,106435605.68233763,South,1,0,0,NA,0,School District 142_0_0,04,School,NA,NA,NA
2008,School District 142,SCHOOL DISTRICT 142,040930000,8916503,SCHOOL,ELEMENTARY,333415777,111937076.81461088,South,1,1,0,NA,0,School District 142_0_0,04,School,111937076.81461088,111937076.81461088,-0.030693244534085395
2009,School District 142,SCHOOL DISTRICT 142,040930000,8949278,SCHOOL,ELEMENTARY,341236188,101254024.50965847,South,1,0,0,NA,0,School District 142_0_0,04,School,111937076.81461088,108501364.74350934,-0.030693244534085395
2010,School District 142,SCHOOL DISTRICT 142,040930000,9159986,SCHOOL,ELEMENTARY,351078291,106387360.90909092,South,1,0,0,NA,0,School District 142_0_0,04,School,111937076.81461088,105171105.8231548,-0.030693244534085395
2011,School District 142,SCHOOL DISTRICT 142,040930000,9326300,SCHOOL,ELEMENTARY,302832064,101943063.35420454,South,1,1,0,NA,0,School District 142_0_0,04,School,101943063.35420454,101943063.35420454,-0.054119575665480535
2012,School District 142,SCHOOL DISTRICT 142,040930000,9589088,SCHOOL,ELEMENTARY,273203373,97377877.45936698,South,1,0,0,NA,0,School District 142_0_0,04,School,101943063.35420454,96425948.02343579,-0.054119575665480535
2013,School District 142,SCHOOL DISTRICT 142,040930000,9687013,SCHOOL,ELEMENTARY,255977172,96156106.83295143,South,1,0,0,NA,0,School District 142_0_0,04,School,101943063.35420454,91207416.63326576,-0.054119575665480535
2014,School District 142,SCHOOL DISTRICT 142,040930000,9816560,SCHOOL,ELEMENTARY,235115201,86271309.94752872,South,1,1,0,NA,0,School District 142_0_0,04,School,86271309.94752872,86271309.94752872,0.007485853076713456
2015,School District 142,SCHOOL DISTRICT 142,040930000,9889235,SCHOOL,ELEMENTARY,225887749,84649709.19992505,South,1,0,0,NA,0,School District 142_0_0,04,School,86271309.94752872,86917124.29853153,0.007485853076713456
2016,School District 142,SCHOOL DISTRICT 142,040930000,9940409,SCHOOL,ELEMENTARY,235328941,83950107.37728311,South,1,0,0,NA,0,School District 142_0_0,04,School,86271309.94752872,87567773.12088078,0.007485853076713456
2017,School District 142,SCHOOL DISTRICT 142,040930000,10061640,SCHOOL,ELEMENTARY,261379149,88223292.60471867,South,1,1,0,NA,0,School District 142_0_0,04,School,88223292.60471867,88223292.60471867,0.008967643500603195
2018,School District 142,SCHOOL DISTRICT 142,040930000,10220991,SCHOOL,ELEMENTARY,255588142,87803820.8114329,South,1,0,0,NA,0,School District 142_0_0,04,School,88223292.60471867,89014447.64124718,0.008967643500603195
2019,School District 142,SCHOOL DISTRICT 142,040930000,10377184,SCHOOL,ELEMENTARY,253347140,86881735.25377229,South,1,0,0,NA,0,School District 142_0_0,04,School,88223292.60471867,89812697.474097,0.008967643500603195
2020,School District 142,SCHOOL DISTRICT 142,040930000,10587432,SCHOOL,ELEMENTARY,292098402,90618105.72687225,South,1,1,0,NA,0,School District 142_0_0,04,School,90618105.72687225,90618105.72687225,0.10147046862959108
2021,School District 142,SCHOOL DISTRICT 142,040930000,10774573,SCHOOL,ELEMENTARY,265769627,88510216.471842,South,1,0,0,NA,0,School District 142_0_0,04,School,90618105.72687225,99813167.3813038,0.10147046862959108
2022,School District 142,SCHOOL DISTRICT 142,040930000,11393623,SCHOOL,ELEMENTARY,259378820,88715948.96877244,South,1,0,0,NA,0,School District 142_0_0,04,School,90618105.72687225,109941256.25088851,0.10147046862959108
2023,School District 142,SCHOOL DISTRICT 142,040930000,10691988,SCHOOL,ELEMENTARY,365265023,121097047.04439212,South,1,1,0,NA,0,School District 142_0_0,04,School,121097047.04439212,121097047.04439212,0.10147046862959108
2006,School District 143,SCHOOL DISTRICT 143,040940000,6230398,SCHOOL,ELEMENTARY,219254622,80977478.94814597,South,1,0,0,NA,0,School District 143_0_0,04,School,NA,NA,NA
2007,School District 143,SCHOOL DISTRICT 143,040940000,6431340,SCHOOL,ELEMENTARY,233232714,82011573.54337354,South,1,0,0,NA,0,School District 143_0_0,04,School,NA,NA,NA
2008,School District 143,SCHOOL DISTRICT 143,040940000,6713459,SCHOOL,ELEMENTARY,262767468,88218447.59282884,South,1,1,0,NA,0,School District 143_0_0,04,School,88218447.59282884,88218447.59282884,-0.05182633051468055
2009,School District 143,SCHOOL DISTRICT 143,040940000,6724400,SCHOOL,ELEMENTARY,264245066,78408672.14622712,South,1,0,0,NA,0,School District 143_0_0,04,School,88218447.59282884,83646409.17039087,-0.05182633051468055
2010,School District 143,SCHOOL DISTRICT 143,040940000,6886094,SCHOOL,ELEMENTARY,262319471,79490748.7878788,South,1,0,0,NA,0,School District 143_0_0,04,School,88218447.59282884,79311322.72235999,-0.05182633051468055
2011,School District 143,SCHOOL DISTRICT 143,040940000,7002338,SCHOOL,ELEMENTARY,223391817,75200907.89739446,South,1,1,0,NA,0,School District 143_0_0,04,School,75200907.89739446,75200907.89739446,-0.04561321257407869
2012,School District 143,SCHOOL DISTRICT 143,040940000,7258795,SCHOOL,ELEMENTARY,202505268,72178952.09580839,South,1,0,0,NA,0,School District 143_0_0,04,School,75200907.89739446,71770752.8997069,-0.04561321257407869
2013,School District 143,SCHOOL DISTRICT 143,040940000,7374874,SCHOOL,ELEMENTARY,186701575,70133193.7192442,South,1,0,0,NA,0,School District 143_0_0,04,School,75200907.89739446,68497058.29109089,-0.04561321257407869
2014,School District 143,SCHOOL DISTRICT 143,040940000,7492666,SCHOOL,ELEMENTARY,178160185,65372687.41056031,South,1,1,0,NA,0,School District 143_0_0,04,School,65372687.41056031,65372687.41056031,0.020536565273786556
2015,School District 143,SCHOOL DISTRICT 143,040940000,7549560,SCHOOL,ELEMENTARY,171442217,64246661.79501593,South,1,0,0,NA,0,School District 143_0_0,04,School,65372687.41056031,66715217.87269013,0.020536565273786556
2016,School District 143,SCHOOL DISTRICT 143,040940000,7604570,SCHOOL,ELEMENTARY,179260830,63948640.8390411,South,1,0,0,NA,0,School District 143_0_0,04,School,65372687.41056031,68085319.29928751,0.020536565273786556
2017,School District 143,SCHOOL DISTRICT 143,040940000,7824172,SCHOOL,ELEMENTARY,205858937,69483557.90326391,South,1,1,0,NA,0,School District 143_0_0,04,School,69483557.90326391,69483557.90326391,0.014166120857529219
2018,School District 143,SCHOOL DISTRICT 143,040940000,7999261,SCHOOL,ELEMENTARY,198602967,68227341.02854788,South,1,0,0,NA,0,School District 143_0_0,04,School,69483557.90326391,70467870.38213268,0.014166120857529219
2019,School District 143,SCHOOL DISTRICT 143,040940000,8146492,SCHOOL,ELEMENTARY,200597156,68791891.63237311,South,1,0,0,NA,0,School District 143_0_0,04,School,69483557.90326391,71466126.75053868,0.014166120857529219
2020,School District 143,SCHOOL DISTRICT 143,040940000,8333599,SCHOOL,ELEMENTARY,233627276,72478524.53930633,South,1,1,0,NA,0,School District 143_0_0,04,School,72478524.53930633,72478524.53930633,0.07701361888214331
2021,School District 143,SCHOOL DISTRICT 143,040940000,8539971,SCHOOL,ELEMENTARY,208883792,69565321.87697738,South,1,0,0,NA,0,School District 143_0_0,04,School,72478524.53930633,78060358.00531654,0.07701361888214331
2022,School District 143,SCHOOL DISTRICT 143,040940000,9498635,SCHOOL,ELEMENTARY,206433872,70607063.6522215,South,1,0,0,NA,0,School District 143_0_0,04,School,72478524.53930633,84072068.66654165,0.07701361888214331
2023,School District 143,SCHOOL DISTRICT 143,040940000,9786587,SCHOOL,ELEMENTARY,273116201,90546762.92146006,South,1,1,0,NA,0,School District 143_0_0,04,School,90546762.92146006,90546762.92146006,0.07701361888214331
2006,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3390037,SCHOOL,ELEMENTARY,120091655,44353543.72876348,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,NA,NA,NA
2007,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3437644,SCHOOL,ELEMENTARY,125281994,44052883.01276416,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,NA,NA,NA
2008,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3583230,SCHOOL,ELEMENTARY,146860535,49305222.25206473,South,1,1,0,NA,0,School District 143 1/2_0_0,04,School,49305222.25206473,49305222.25206473,-0.06505032258818033
2009,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3586974,SCHOOL,ELEMENTARY,148856919,44169881.90261417,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,49305222.25206473,46097901.63928599,-0.06505032258818033
2010,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3638026,SCHOOL,ELEMENTARY,149110379,45184963.333333336,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,49305222.25206473,43099218.26701223,-0.06505032258818033
2011,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3680212,SCHOOL,ELEMENTARY,119702110,40295600.21544469,South,1,1,0,NA,0,School District 143 1/2_0_0,04,School,40295600.21544469,40295600.21544469,-0.03168318611209364
2012,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3759266,SCHOOL,ELEMENTARY,111023509,39572108.99629313,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,40295600.21544469,39018907.214320235,-0.03168318611209364
2013,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,3821024,SCHOOL,ELEMENTARY,105505064,39632269.26110965,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,40295600.21544469,37782663.91515841,-0.03168318611209364
2014,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4115658,SCHOOL,ELEMENTARY,99706705,36585588.74252376,South,1,1,0,NA,0,School District 143 1/2_0_0,04,School,36585588.74252376,36585588.74252376,0.006319337621360166
2015,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4140523,SCHOOL,ELEMENTARY,97886326,36682153.26962713,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,36585588.74252376,36816785.429864004,0.006319337621360166
2016,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4187619,SCHOOL,ELEMENTARY,102341724,36508891.26712329,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,36585588.74252376,37049443.12712849,0.006319337621360166
2017,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4314749,SCHOOL,ELEMENTARY,110460036,37283571.066932194,South,1,1,0,NA,0,School District 143 1/2_0_0,04,School,37283571.066932194,37283571.066932194,0.024579740188653165
2018,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4547587,SCHOOL,ELEMENTARY,115286756,39605192.89566801,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,37283571.066932194,38199991.557062574,0.024579740188653165
2019,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4649176,SCHOOL,ELEMENTARY,115241659,39520459.19067215,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,37283571.066932194,39138937.42474391,0.024579740188653165
2020,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4731947,SCHOOL,ELEMENTARY,129261442,40100962.33790408,South,1,1,0,NA,0,School District 143 1/2_0_0,04,School,40100962.33790408,40100962.33790408,0.10491137964252562
2021,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,4829330,SCHOOL,ELEMENTARY,117434460,39109621.34079329,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,40100962.33790408,44308009.62176656,0.10491137964252562
2022,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,5112817,SCHOOL,ELEMENTARY,114957544,39319199.64428635,South,1,0,0,NA,0,School District 143 1/2_0_0,04,School,40100962.33790408,48956424.040400386,0.10491137964252562
2023,School District 143 1/2,SCHOOL DISTRICT 143 1/2,040950000,5500695,SCHOOL,ELEMENTARY,163159238,54092510.02884328,South,1,1,0,NA,0,School District 143 1/2_0_0,04,School,54092510.02884328,54092510.02884328,0.10491137964252562
2006,School District 144,SCHOOL DISTRICT 144,040960000,10943722,SCHOOL,ELEMENTARY,320709700,118447961.29413503,South,1,0,0,NA,0,School District 144_0_0,04,School,NA,NA,NA
2007,School District 144,SCHOOL DISTRICT 144,040960000,11528172,SCHOOL,ELEMENTARY,349470949,122884401.35025844,South,1,0,0,NA,0,School District 144_0_0,04,School,NA,NA,NA
2008,School District 144,SCHOOL DISTRICT 144,040960000,12085651,SCHOOL,ELEMENTARY,387476616,130086824.68273684,South,1,1,0,NA,0,School District 144_0_0,04,School,130086824.68273684,130086824.68273684,-0.07852294657612247
2009,School District 144,SCHOOL DISTRICT 144,040960000,12236685,SCHOOL,ELEMENTARY,386906071,114805516.4535177,South,1,0,0,NA,0,School District 144_0_0,04,School,130086824.68273684,119872023.89791688,-0.07852294657612247
2010,School District 144,SCHOOL DISTRICT 144,040960000,12787754,SCHOOL,ELEMENTARY,381731266,115676141.21212122,South,1,0,0,NA,0,School District 144_0_0,04,School,130086824.68273684,110459319.36940908,-0.07852294657612247
2011,School District 144,SCHOOL DISTRICT 144,040960000,12512226,SCHOOL,ELEMENTARY,302364684,101785728.13573015,South,1,1,0,NA,0,School District 144_0_0,04,School,101785728.13573015,101785728.13573015,-0.05332288767357807
2012,School District 144,SCHOOL DISTRICT 144,040960000,12830738,SCHOOL,ELEMENTARY,274347880,97785814.08611348,South,1,0,0,NA,0,School District 144_0_0,04,School,101785728.13573015,96358219.18757525,-0.05332288767357807
2013,School District 144,SCHOOL DISTRICT 144,040960000,13024623,SCHOOL,ELEMENTARY,251242721,94377642.08707412,South,1,0,0,NA,0,School District 144_0_0,04,School,101785728.13573015,91220120.68941016,-0.05332288767357807
2014,School District 144,SCHOOL DISTRICT 144,040960000,13991808,SCHOOL,ELEMENTARY,235346008,86356000.4403185,South,1,1,0,NA,0,School District 144_0_0,04,School,86356000.4403185,86356000.4403185,0.009855590240712253
2015,School District 144,SCHOOL DISTRICT 144,040960000,14080915,SCHOOL,ELEMENTARY,229564458,86027527.82462057,South,1,0,0,NA,0,School District 144_0_0,04,School,86356000.4403185,87207089.79548503,0.009855590240712253
2016,School District 144,SCHOOL DISTRICT 144,040960000,14863022,SCHOOL,ELEMENTARY,237033627,84558228.80993152,South,1,0,0,NA,0,School District 144_0_0,04,School,86356000.4403185,88066567.13859433,0.009855590240712253
2017,School District 144,SCHOOL DISTRICT 144,040960000,15140188,SCHOOL,ELEMENTARY,263486288,88934515.13821852,South,1,1,0,NA,0,School District 144_0_0,04,School,88934515.13821852,88934515.13821852,0.003762427502542076
2018,School District 144,SCHOOL DISTRICT 144,040960000,16980913,SCHOOL,ELEMENTARY,253445104,87067609.33044763,South,1,0,0,NA,0,School District 144_0_0,04,School,88934515.13821852,89269124.8038998,0.003762427502542076
2019,School District 144,SCHOOL DISTRICT 144,040960000,17217624,SCHOOL,ELEMENTARY,251139414,86124627.57201646,South,1,0,0,NA,0,School District 144_0_0,04,School,88934515.13821852,89604993.41418985,0.003762427502542076
2020,School District 144,SCHOOL DISTRICT 144,040960000,18602851,SCHOOL,ELEMENTARY,289919448,89942125.70577651,South,1,1,0,NA,0,School District 144_0_0,04,School,89942125.70577651,89942125.70577651,0.13434091859613506
2021,School District 144,SCHOOL DISTRICT 144,040960000,18197506,SCHOOL,ELEMENTARY,265613089,88458084.05768143,South,1,0,0,NA,0,School District 144_0_0,04,School,89942125.70577651,102025033.49357958,0.13434091859613506
2022,School District 144,SCHOOL DISTRICT 144,040960000,19107965,SCHOOL,ELEMENTARY,256451464,87714698.49847795,South,1,0,0,NA,0,School District 144_0_0,04,School,89942125.70577651,115731170.2129085,0.13434091859613506
2023,School District 144,SCHOOL DISTRICT 144,040960000,19961453,SCHOOL,ELEMENTARY,395975647,131278601.92951629,South,1,1,0,NA,0,School District 144_0_0,04,School,131278601.92951629,131278601.92951629,0.13434091859613506
2006,School District 145,SCHOOL DISTRICT 145,040970000,8040388,SCHOOL,ELEMENTARY,220501465,81437976.43669671,South,1,0,0,NA,0,School District 145_0_0,04,School,NA,NA,NA
2007,School District 145,SCHOOL DISTRICT 145,040970000,8355482,SCHOOL,ELEMENTARY,232402221,81719547.45244206,South,1,0,0,NA,0,School District 145_0_0,04,School,NA,NA,NA
2008,School District 145,SCHOOL DISTRICT 145,040970000,8873892,SCHOOL,ELEMENTARY,251204944,84336582.28698045,South,1,1,0,NA,0,School District 145_0_0,04,School,84336582.28698045,84336582.28698045,-0.032945881961885304
2009,School District 145,SCHOOL DISTRICT 145,040970000,9012605,SCHOOL,ELEMENTARY,258249325,76629573.30643009,South,1,0,0,NA,0,School District 145_0_0,04,School,84336582.28698045,81558039.20188476,-0.032945881961885304
2010,School District 145,SCHOOL DISTRICT 145,040970000,9198180,SCHOOL,ELEMENTARY,260645585,78983510.60606061,South,1,0,0,NA,0,School District 145_0_0,04,School,84336582.28698045,78871037.66929665,-0.032945881961885304
2011,School District 145,SCHOOL DISTRICT 145,040970000,9338947,SCHOOL,ELEMENTARY,226575272,76272561.77203259,South,1,1,0,NA,0,School District 145_0_0,04,School,76272561.77203259,76272561.77203259,-0.051595039271641774
2012,School District 145,SCHOOL DISTRICT 145,040970000,9550295,SCHOOL,ELEMENTARY,206559939,73624158.46877673,South,1,0,0,NA,0,School District 145_0_0,04,School,76272561.77203259,72337275.95205584,-0.051595039271641774
2013,School District 145,SCHOOL DISTRICT 145,040970000,9665915,SCHOOL,ELEMENTARY,191034406,71760792.60734007,South,1,0,0,NA,0,School District 145_0_0,04,School,76272561.77203259,68605031.35850593,-0.051595039271641774
2014,School District 145,SCHOOL DISTRICT 145,040970000,10041258,SCHOOL,ELEMENTARY,177322604,65065352.0713316,South,1,1,0,NA,0,School District 145_0_0,04,School,65065352.0713316,65065352.0713316,0.015538625668760186
2015,School District 145,SCHOOL DISTRICT 145,040970000,10136134,SCHOOL,ELEMENTARY,172716763,64724288.1768784,South,1,0,0,NA,0,School District 145_0_0,04,School,65065352.0713316,66076378.22117411,0.015538625668760186
2016,School District 145,SCHOOL DISTRICT 145,040970000,10225131,SCHOOL,ELEMENTARY,177691536,63388818.49315069,South,1,0,0,NA,0,School District 145_0_0,04,School,65065352.0713316,67103114.32790036,0.015538625668760186
2017,School District 145,SCHOOL DISTRICT 145,040970000,10462065,SCHOOL,ELEMENTARY,201895575,68145804.5026496,South,1,1,0,NA,0,School District 145_0_0,04,School,68145804.5026496,68145804.5026496,0.012454890414091091
2018,School District 145,SCHOOL DISTRICT 145,040970000,10694090,SCHOOL,ELEMENTARY,195502628,67162261.84341612,South,1,0,0,NA,0,School District 145_0_0,04,School,68145804.5026496,68994553.02991018,0.012454890414091091
2019,School District 145,SCHOOL DISTRICT 145,040970000,10943033,SCHOOL,ELEMENTARY,192979516,66179532.235939644,South,1,0,0,NA,0,School District 145_0_0,04,School,68145804.5026496,69853872.62706691,0.012454890414091091
2020,School District 145,SCHOOL DISTRICT 145,040970000,11398050,SCHOOL,ELEMENTARY,227971403,70723894.9556369,South,1,1,0,NA,0,School District 145_0_0,04,School,70723894.9556369,70723894.9556369,0.09464038235048355
2021,School District 145,SCHOOL DISTRICT 145,040970000,11549602,SCHOOL,ELEMENTARY,208136481,69316442.20201819,South,1,0,0,NA,0,School District 145_0_0,04,School,70723894.9556369,77417231.41555381,0.09464038235048355
2022,School District 145,SCHOOL DISTRICT 145,040970000,12062465,SCHOOL,ELEMENTARY,202233700,69170468.92636043,South,1,0,0,NA,0,School District 145_0_0,04,School,70723894.9556369,84744027.7972377,0.09464038235048355
2023,School District 145,SCHOOL DISTRICT 145,040970000,12716994,SCHOOL,ELEMENTARY,279804762,92764234.98988827,South,1,1,0,NA,0,School District 145_0_0,04,School,92764234.98988827,92764234.98988827,0.09464038235048355
2006,School District 147,SCHOOL DISTRICT 147,040990000,4105321,SCHOOL,ELEMENTARY,101042012,37317924.361057766,South,1,0,0,NA,0,School District 147_0_0,04,School,NA,NA,NA
2007,School District 147,SCHOOL DISTRICT 147,040990000,5862507,SCHOOL,ELEMENTARY,106227200,37352649.53057421,South,1,0,0,NA,0,School District 147_0_0,04,School,NA,NA,NA
2008,School District 147,SCHOOL DISTRICT 147,040990000,6098666,SCHOOL,ELEMENTARY,120120673,40327896.66286174,South,1,1,0,NA,0,School District 147_0_0,04,School,40327896.66286174,40327896.66286174,-0.07327882193425916
2009,School District 147,SCHOOL DISTRICT 147,040990000,4482839,SCHOOL,ELEMENTARY,117774308,34946828.87748138,South,1,0,0,NA,0,School District 147_0_0,04,School,40327896.66286174,37372715.904320695,-0.07327882193425916
2010,School District 147,SCHOOL DISTRICT 147,040990000,4591349,SCHOOL,ELEMENTARY,113869582,34505933.93939394,South,1,0,0,NA,0,School District 147_0_0,04,School,40327896.66286174,34634087.31036832,-0.07327882193425916
2011,School District 147,SCHOOL DISTRICT 147,040990000,4665890,SCHOOL,ELEMENTARY,95344800,32096142.19349626,South,1,1,0,NA,0,School District 147_0_0,04,School,32096142.19349626,32096142.19349626,-0.024315466450180345
2012,School District 147,SCHOOL DISTRICT 147,040990000,5012163,SCHOOL,ELEMENTARY,88331345,31483941.04647847,South,1,0,0,NA,0,School District 147_0_0,04,School,32096142.19349626,31315709.524810083,-0.024315466450180345
2013,School District 147,SCHOOL DISTRICT 147,040990000,5008206,SCHOOL,ELEMENTARY,84237179,31643130.98681492,South,1,0,0,NA,0,School District 147_0_0,04,School,32096142.19349626,30554253.44049597,-0.024315466450180345
