agency_group,year,av,assess_year_av,av_true,rate_smooth,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type
Community High School 228,2013,472058417.79046613,501712344.98081195,465141956.31872946,-0.07289114774220107,COMMUNITY HIGH SCHOOL 228,042240000,60254102,SCHOOL,SECONDARY,1256666714,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2014,431237225.25960445,431237225.25960445,431237225.25960445,0,COMMUNITY HIGH SCHOOL 228,042240000,61218372,SCHOOL,SECONDARY,1175250810,South,1,1,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2015,427990810.1929923,431237225.25960445,435878542.1740758,0.010762792826331857,COMMUNITY HIGH SCHOOL 228,042240000,61681325,SCHOOL,SECONDARY,1142093477,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2016,423012471.46118724,431237225.25960445,438217899.7383841,0.016187550772263082,COMMUNITY HIGH SCHOOL 228,042240000,62793753,SCHOOL,SECONDARY,1185788560,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2017,445311574.2397138,445311574.2397138,445311574.2397138,0,COMMUNITY HIGH SCHOOL 228,042240000,62952943,SCHOOL,SECONDARY,1319324601,South,1,1,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2018,442508966.29908276,445311574.2397138,449093770.32397443,0.008493370267139477,COMMUNITY HIGH SCHOOL 228,042240000,58607242,SCHOOL,SECONDARY,1288099350,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2019,437379908.77914953,445311574.2397138,450996897.7147522,0.012767068731022846,COMMUNITY HIGH SCHOOL 228,042240000,57470233,SCHOOL,SECONDARY,1275399814,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2020,456754806.1053546,456754806.1053546,456754806.1053546,0,COMMUNITY HIGH SCHOOL 228,042240000,59171391,SCHOOL,SECONDARY,1472303442,South,1,1,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2021,447786049.55540013,456754806.1053546,504554306.58616096,0.10465024087733621,COMMUNITY HIGH SCHOOL 228,042240000,60770178,SCHOOL,SECONDARY,1344567171,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2022,447054541.84765875,456754806.1053546,530298395.64158165,0.16101328010824156,COMMUNITY HIGH SCHOOL 228,042240000,60611886,SCHOOL,SECONDARY,1307053364,South,1,0,0,NA,0,Community High School 228_0_0,04,School
Community High School 228,2023,615683479.7599708,615683479.7599708,615683479.7599708,0,COMMUNITY HIGH SCHOOL 228,042240000,63281746,SCHOOL,SECONDARY,1857086080,South,1,1,0,NA,0,Community High School 228_0_0,04,School
Community High School 229,2006,339633784.1630965,NA,NA,NA,COMMUNITY HIGH SCHOOL 229,042250000,18203468,SCHOOL,SECONDARY,919592434,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2007,347844228.7000246,NA,NA,NA,COMMUNITY HIGH SCHOOL 229,042250000,19910715,SCHOOL,SECONDARY,989234202,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2008,373816627.9460149,373816627.9460149,373816627.9460149,0,COMMUNITY HIGH SCHOOL 229,042250000,22115527,SCHOOL,SECONDARY,1113450208,South,1,1,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2009,331757813.1212724,373816627.9460149,353948776.0934117,-0.05314865730229745,COMMUNITY HIGH SCHOOL 229,042250000,22200776,SCHOOL,SECONDARY,1118057006,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2010,340894849.6969697,373816627.9460149,344414410.75719804,-0.07865411806417288,COMMUNITY HIGH SCHOOL 229,042250000,22768221,SCHOOL,SECONDARY,1124953004,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2011,317324799.03049886,317324799.03049886,317324799.03049886,0,COMMUNITY HIGH SCHOOL 229,042250000,23108360,SCHOOL,SECONDARY,942645048,South,1,1,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2012,309023882.59195894,317324799.03049886,304485507.9092661,-0.04046103916384647,COMMUNITY HIGH SCHOOL 229,042250000,23957259,SCHOOL,SECONDARY,866997405,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2013,307468502.31020623,317324799.03049886,298262005.5388389,-0.06007344383389268,COMMUNITY HIGH SCHOOL 229,042250000,24376545,SCHOOL,SECONDARY,818511900,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2014,280344379.7013173,280344379.7013173,280344379.7013173,0,COMMUNITY HIGH SCHOOL 229,042250000,24859646,SCHOOL,SECONDARY,764022538,South,1,1,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2015,278243047.03016675,280344379.7013173,287734453.1210322,0.026360697609091988,COMMUNITY HIGH SCHOOL 229,042250000,25106984,SCHOOL,SECONDARY,742491571,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2016,277382414.0268265,280344379.7013173,291502224.8176048,0.03980049512023465,COMMUNITY HIGH SCHOOL 229,042250000,25484282,SCHOOL,SECONDARY,777558383,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2017,303104157.69399536,303104157.69399536,303104157.69399536,0,COMMUNITY HIGH SCHOOL 229,042250000,26050045,SCHOOL,SECONDARY,898006688,South,1,1,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2018,301104863.1007592,303104157.69399536,302816081.676441,-9.504192213859453e-4,COMMUNITY HIGH SCHOOL 229,042250000,24225610,SCHOOL,SECONDARY,876486146,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2019,301754276.40603566,303104157.69399536,302672146.3563023,-0.001425290042141758,COMMUNITY HIGH SCHOOL 229,042250000,27361439,SCHOOL,SECONDARY,879915470,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2020,302240750.76006705,302240750.76006705,302240750.76006705,0,COMMUNITY HIGH SCHOOL 229,042250000,28088300,SCHOOL,SECONDARY,974242836,South,1,1,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2021,298350507.5432111,302240750.76006705,328072004.72627175,0.08546582120791113,COMMUNITY HIGH SCHOOL 229,042250000,28487967,SCHOOL,SECONDARY,895857069,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2022,302538488.90105003,302240750.76006705,341804085.1477762,0.1309000665470037,COMMUNITY HIGH SCHOOL 229,042250000,30719951,SCHOOL,SECONDARY,884531780,South,1,0,0,NA,0,Community High School 229_0_0,04,School
Community High School 229,2023,386546262.63965786,386546262.63965786,386546262.63965786,0,COMMUNITY HIGH SCHOOL 229,042250000,31917848,SCHOOL,SECONDARY,1165939492,South,1,1,0,NA,0,Community High School 229_0_0,04,School
Community High School 231,2006,148773357.5860541,NA,NA,NA,COMMUNITY HIGH SCHOOL 231,042270000,13378743,SCHOOL,SECONDARY,402818743,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2007,151477062.4846162,NA,NA,NA,COMMUNITY HIGH SCHOOL 231,042270000,13904925,SCHOOL,SECONDARY,430785618,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2008,159477414.2214463,159477414.2214463,159477414.2214463,0,COMMUNITY HIGH SCHOOL 231,042270000,14510916,SCHOOL,SECONDARY,475019426,South,1,1,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2009,141845444.6455595,159477414.2214463,153237532.48099342,-0.03912705614720058,COMMUNITY HIGH SCHOOL 231,042270000,14542504,SCHOOL,SECONDARY,478033333,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2010,147507937.5757576,159477414.2214463,150209753.17269832,-0.0581126869531452,COMMUNITY HIGH SCHOOL 231,042270000,14929356,SCHOOL,SECONDARY,486776194,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2011,141480660.80926412,141480660.80926412,141480660.80926412,0,COMMUNITY HIGH SCHOOL 231,042270000,15201977,SCHOOL,SECONDARY,420282451,South,1,1,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2012,137922720.27373824,141480660.80926412,138368596.8408086,-0.02199639124283581,COMMUNITY HIGH SCHOOL 231,042270000,15639246,SCHOOL,SECONDARY,386955984,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2013,141479144.28458735,141480660.80926412,136838330.06678867,-0.032812475683400844,COMMUNITY HIGH SCHOOL 231,042270000,16393163,SCHOOL,SECONDARY,376631630,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2014,132348325.68891498,132348325.68891498,132348325.68891498,0,COMMUNITY HIGH SCHOOL 231,042270000,16681297,SCHOOL,SECONDARY,360688892,South,1,1,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2015,130606035.60052465,132348325.68891498,136420683.56246287,0.030769999184726782,COMMUNITY HIGH SCHOOL 231,042270000,16839764,SCHOOL,SECONDARY,348522206,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2016,131566370.21974887,132348325.68891498,138503614.1760286,0.04650824598704517,COMMUNITY HIGH SCHOOL 231,042270000,16448085,SCHOOL,SECONDARY,368806849,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2017,144945174.33422217,144945174.33422217,144945174.33422217,0,COMMUNITY HIGH SCHOOL 231,042270000,17058926,SCHOOL,SECONDARY,429429068,South,1,1,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2018,141702718.403243,144945174.33422217,148668644.77632144,0.025688819646478844,COMMUNITY HIGH SCHOOL 231,042270000,16373526,SCHOOL,SECONDARY,412482443,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2019,141800565.50068587,144945174.33422217,150566097.21983108,0.03877964831480285,COMMUNITY HIGH SCHOOL 231,042270000,16932101,SCHOOL,SECONDARY,413490449,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2020,156404997.51814854,156404997.51814854,156404997.51814854,0,COMMUNITY HIGH SCHOOL 231,042270000,17652650,SCHOOL,SECONDARY,504155869,South,1,1,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2021,149124421.68714824,156404997.51814854,165917755.32737234,0.06082131619943909,COMMUNITY HIGH SCHOOL 231,042270000,18086685,SCHOOL,SECONDARY,447775901,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2022,148929740.05540922,156404997.51814854,170888950.4718333,0.09260543578221725,COMMUNITY HIGH SCHOOL 231,042270000,18229849,SCHOOL,SECONDARY,435425881,South,1,0,0,NA,0,Community High School 231_0_0,04,School
Community High School 231,2023,186714196.20064315,186714196.20064315,186714196.20064315,0,COMMUNITY HIGH SCHOOL 231,042270000,19045829,SCHOOL,SECONDARY,563186030,South,1,1,0,NA,0,Community High School 231_0_0,04,School
Community High School 234,2006,232325036.5637465,NA,NA,NA,COMMUNITY HIGH SCHOOL 234,042300000,11222464,SCHOOL,SECONDARY,629043269,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2007,266413745.5606737,266413745.5606737,266413745.5606737,0,COMMUNITY HIGH SCHOOL 234,042300000,11625246,SCHOOL,SECONDARY,757654051,North,1,1,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2008,270948049.083462,266413745.5606737,250924845.41777477,-0.05813851725368824,COMMUNITY HIGH SCHOOL 234,042300000,13053878,SCHOOL,SECONDARY,807045859,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2009,228976214.65238422,266413745.5606737,243521429.07924056,-0.08592768527485606,COMMUNITY HIGH SCHOOL 234,042300000,15146640,SCHOOL,SECONDARY,771672741,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2010,222596196.36363637,222596196.36363637,222596196.36363637,0,COMMUNITY HIGH SCHOOL 234,042300000,15502853,SCHOOL,SECONDARY,734567448,North,1,1,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2011,221082396.14892614,222596196.36363637,212330115.01795,-0.04611975187983697,COMMUNITY HIGH SCHOOL 234,042300000,15709553,SCHOOL,SECONDARY,656747366,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2012,215840037.06871969,222596196.36363637,207376014.1970925,-0.06837575131643292,COMMUNITY HIGH SCHOOL 234,042300000,16078283,SCHOOL,SECONDARY,605560808,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2013,193196523.42135906,193196523.42135906,193196523.42135906,0,COMMUNITY HIGH SCHOOL 234,042300000,16422699,SCHOOL,SECONDARY,514308465,North,1,1,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2014,194728563.0939713,193196523.42135906,200041649.70196733,0.035430897820449614,COMMUNITY HIGH SCHOOL 234,042300000,16803794,SCHOOL,SECONDARY,530693753,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2015,194740606.33314598,193196523.42135906,203554631.15414092,0.053614358837042575,COMMUNITY HIGH SCHOOL 234,042300000,17274096,SCHOOL,SECONDARY,519665308,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2016,214468082.19178084,214468082.19178084,214468082.19178084,0,COMMUNITY HIGH SCHOOL 234,042300000,17010473,SCHOOL,SECONDARY,601196928,North,1,1,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2017,205122826.1383198,214468082.19178084,225369009.1745014,0.05082773563001686,COMMUNITY HIGH SCHOOL 234,042300000,17148280,SCHOOL,SECONDARY,607717397,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2018,204490845.78652653,214468082.19178084,231025521.29366687,0.07720234606788767,COMMUNITY HIGH SCHOOL 234,042300000,17516245,SCHOOL,SECONDARY,595252403,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2019,248861233.53909466,248861233.53909466,248861233.53909466,0,COMMUNITY HIGH SCHOOL 234,042300000,17424214,SCHOOL,SECONDARY,725679357,North,1,1,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2020,222188039.6475771,248861233.53909466,256564943.81440356,0.03095584702266896,COMMUNITY HIGH SCHOOL 234,042300000,17524244,SCHOOL,SECONDARY,716200927,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2021,220571437.03999734,248861233.53909466,260505770.9184189,0.046791286910080165,COMMUNITY HIGH SCHOOL 234,042300000,17983161,SCHOOL,SECONDARY,662309854,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2022,272695171.1871943,272695171.1871943,272695171.1871943,0,COMMUNITY HIGH SCHOOL 234,042300000,18928466,SCHOOL,SECONDARY,797278872,North,1,1,0,NA,0,Community High School 234_0_0,04,School
Community High School 234,2023,276152534.893744,272695171.1871943,NA,NA,COMMUNITY HIGH SCHOOL 234,042300000,20061069,SCHOOL,SECONDARY,832958891,North,1,0,0,NA,0,Community High School 234_0_0,04,School
Community Park District Of Lagrange Park,2006,130365335.35234156,NA,NA,NA,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,862128,MISCELLANEOUS,PARK,352977182,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2007,131436801.92693132,NA,NA,NA,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,890586,MISCELLANEOUS,PARK,373793121,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2008,134365579.13113543,134365579.13113543,134365579.13113543,0,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,942813,MISCELLANEOUS,PARK,400221314,South,1,1,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2009,127163039.67241329,134365579.13113543,130243023.22346148,-0.030681636877034624,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,955558,MISCELLANEOUS,PARK,428552160,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2010,131778477.27272728,134365579.13113543,128229423.19149016,-0.045667617996545284,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,977586,MISCELLANEOUS,PARK,434868975,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2011,122373490.87726384,122373490.87726384,122373490.87726384,0,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,999611,MISCELLANEOUS,PARK,363522692,South,1,1,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2012,119807187.7673225,122373490.87726384,120575174.06442513,-0.014695313502516405,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,1019571,MISCELLANEOUS,PARK,336131046,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2013,119274061.83088538,122373490.87726384,119685950.12566525,-0.02196178872019028,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,1025541,MISCELLANEOUS,PARK,317519480,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2014,117057432.57623015,117057432.57623015,117057432.57623015,0,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,975252,MISCELLANEOUS,PARK,319016621,South,1,1,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2015,115590479.29548436,117057432.57623015,122744896.12726355,0.04858694937913999,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,939135,MISCELLANEOUS,PARK,308453194,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2016,115899009.34646119,117057432.57623015,125691429.87303697,0.07375864229026363,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,992689,MISCELLANEOUS,PARK,324888103,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2017,134962259.08799407,134962259.08799407,134962259.08799407,0,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,1016195,MISCELLANEOUS,PARK,399852685,South,1,1,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2018,133060709.74612664,134962259.08799407,135431724.35272795,0.0034784929350344385,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,1038849,MISCELLANEOUS,PARK,387326420,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
Community Park District Of Lagrange Park,2019,132196840.1920439,134962259.08799407,135667069.01737913,0.005222274242798086,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,050230000,1059553,MISCELLANEOUS,PARK,385485986,South,1,0,0,NA,0,Community Park District Of Lagrange Park_0_0,05,Other
